PEOPLE_NEGATIVE_NEW_COUNT,PROVINCE_STATE_CODE,DATA_COMPLETENESS_SCORE_NAME,PEOPLE_POSITIVE_CASES_COUNT,REPORT_DATE,PROVINCE_STATE_NAME,PEOPLE_IN_INTENSIVE_CARE_CURRENTLY_COUNT,PEOPLE_PENDING_CASES_COUNT,PEOPLE_RECOVERED_COUNT,REPORTED_DATE_TIME,PEOPLE_POSITIVE_NEGATIVE_TEST_RESULTS_COUNT,DATA_SOURCE_NAME,PEOPLE_DEATH_NEW_COUNT,PEOPLE_INTUBATED_CUMULATIVE_COUNT,PEOPLE_TEST_RESULTS_NEW_COUNT,PEOPLE_IN_INTENSIVE_CARE_CUMULATIVE_COUNT,PROVINCE_STATE_FIPS_NUMBER,PEOPLE_NEGATIVE_CASES_COUNT,PEOPLE_HOSPITALIZED_NEW_COUNT,PEOPLE_HOSPITALIZED_CUMULATIVE_COUNT,PEOPLE_INTUBATED_CURRENTLY_COUNT,PEOPLE_HOSPITALIZED_CURRENTLY_COUNT,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
605,GU,A,449,8/12/2020,Guam,1,,341,8/12/2020 12:15:00 AM,26236,COVID Tracking Project Historical,0,,620,,66,25787,0,,,7,15,5
4077,HI,C,3958,8/12/2020,Hawaii,31,,1665,8/11/2020 11:06:00 PM,150233,COVID Tracking Project Historical,4,,4397,,15,146275,18,260,23,166,320,38
3751,IA,A+,49806,8/12/2020,Iowa,72,,38657,8/12/2020 12:00:00 AM,528148,COVID Tracking Project Historical,11,,4228,,19,478342,0,,25,243,477,951
3344,ID,A,25595,8/12/2020,Idaho,32,,9548,8/11/2020 6:58:00 PM,212244,COVID Tracking Project Historical,7,,3839,289,16,186649,31,1037,,189,495,246
40453,IL,A,199893,8/12/2020,Illinois,357,,,8/12/2020 12:00:00 AM,3191101,COVID Tracking Project Historical,15,,42098,,17,2991208,0,,129,1525,1645,7881
4679,IN,A+,76522,8/12/2020,Indiana,294,,57209,8/11/2020 11:59:00 PM,866994,COVID Tracking Project Historical,17,,5339,1975,18,790472,79,9678,84,936,660,3086
7077,KS,A+,32547,8/12/2020,Kansas,95,,1367,8/12/2020 10:00:00 AM,334563,COVID Tracking Project Historical,8,195,7894,548,20,302016,64,1975,29,357,817,395
5268,KY,B,36945,8/12/2020,Kentucky,143,,8893,8/12/2020 12:00:00 AM,674775,COVID Tracking Project Historical,7,,6420,1279,21,637830,28,4091,,683,1152,790
28866,LA,A,134304,8/12/2020,Louisiana,,,103512,8/12/2020 1:00:00 PM,1598609,COVID Tracking Project Historical,48,,30045,,22,1464305,0,,211,1320,1179,4361
15464,MA,A+,122000,8/12/2020,Massachusetts,64,,100486,8/12/2020 10:00:00 AM,1362101,COVID Tracking Project Historical,18,,15757,,25,1240101,20,12109,33,422,293,8769
10838,MD,A,97384,8/12/2020,Maryland,117,,5956,8/12/2020 10:00:00 AM,1078838,COVID Tracking Project Historical,8,,11379,,24,981454,82,13348,,488,541,3612
6645,ME,A+,4070,8/12/2020,Maine,4,,3579,8/11/2020 11:59:00 PM,199118,COVID Tracking Project Historical,0,,6665,,23,195048,0,394,1,9,20,126
34811,MI,A+,98689,8/12/2020,Michigan,185,,63636,8/12/2020 12:00:00 AM,2181841,COVID Tracking Project Historical,6,,35287,,26,2083152,0,,84,640,476,6539
6291,MN,A,62303,8/12/2020,Minnesota,154,,55855,8/11/2020 5:00:00 PM,952785,COVID Tracking Project Historical,17,,6755,1657,27,890482,50,5711,,335,464,1724
9766,MO,B,62530,8/12/2020,Missouri,,,,8/12/2020 12:00:00 AM,798581,COVID Tracking Project Historical,11,,11361,,29,736051,0,,107,861,1595,1323
0,MP,D,49,8/12/2020,Northern Mariana Islands,,,29,8/10/2020 5:54:00 PM,12301,COVID Tracking Project Historical,0,,0,,69,12252,0,4,,,0,2
2329,MS,A+,69374,8/12/2020,Mississippi,323,,49836,8/11/2020 7:00:00 PM,507814,COVID Tracking Project Historical,45,,3410,,28,438440,56,4794,195,1148,1081,1989
1460,MT,C,5268,8/12/2020,Montana,,,3598,8/12/2020 12:00:00 AM,196036,COVID Tracking Project Historical,3,,1624,,30,190768,25,301,,97,164,80
-195381,NC,A+,139061,8/12/2020,North Carolina,311,,116969,8/12/2020 2:15:00 PM,1823283,COVID Tracking Project Historical,45,,-194215,,37,1684222,0,,,1062,1166,2249
1076,ND,C,7970,8/12/2020,North Dakota,,,6815,8/12/2020 12:00:00 AM,173019,COVID Tracking Project Historical,2,,1161,,38,165049,10,440,,58,85,104
2396,NE,A,29030,8/12/2020,Nebraska,,,21312,8/11/2020 7:15:00 PM,308462,COVID Tracking Project Historical,3,,2730,,31,279432,139,1880,,157,334,351
5026,NH,B,6887,8/12/2020,New Hampshire,,,6162,8/12/2020 9:00:00 AM,180451,COVID Tracking Project Historical,1,,5052,213,33,173564,0,705,,18,26,420
25243,NJ,A+,185938,8/12/2020,New Jersey,111,,33223,8/12/2020 12:00:00 AM,2376016,COVID Tracking Project Historical,9,,25706,,34,2190078,44,22096,35,592,463,15875
7141,NM,B,22643,8/12/2020,New Mexico,,,9612,8/11/2020 5:50:00 PM,640337,COVID Tracking Project Historical,3,,7340,,35,617694,27,2897,,134,199,693
2258,NV,A+,58048,8/12/2020,Nevada,268,,1385,8/12/2020 2:59:00 AM,527535,COVID Tracking Project Historical,15,,2786,,32,469487,0,,177,998,528,996
87076,NY,A,422703,8/12/2020,New York,123,,73842,8/11/2020 11:59:00 PM,6728481,COVID Tracking Project Historical,7,,87776,,36,6305778,0,89995,62,558,700,25218
19188,OH,B,104248,8/12/2020,Ohio,320,,82310,8/12/2020 2:00:00 PM,1728380,COVID Tracking Project Historical,26,,20610,2721,39,1624132,141,11901,173,984,1422,3734
7202,OK,A+,45398,8/12/2020,Oklahoma,216,,37988,8/12/2020 12:00:00 AM,722107,COVID Tracking Project Historical,9,,7872,,40,676709,82,3842,,519,670,627
5206,OR,A+,22022,8/12/2020,Oregon,50,,4282,8/12/2020 3:01:00 AM,462542,COVID Tracking Project Historical,7,,5454,,41,440520,32,1845,17,213,248,375
16663,PA,A+,121130,8/12/2020,Pennsylvania,,,94481,8/12/2020 12:00:00 AM,1393106,COVID Tracking Project Historical,33,,17512,,42,1271976,0,,96,606,849,7385
0,PR,B,24074,8/12/2020,Puerto Rico,75,,,8/12/2020 12:00:00 AM,330046,COVID Tracking Project Historical,8,,671,,72,305972,0,,57,447,671,295
1887,RI,A+,20129,8/12/2020,Rhode Island,9,,1929,8/12/2020 12:00:00 PM,412049,COVID Tracking Project Historical,2,,3975,,44,206004,19,2336,3,89,76,1018
2894,SC,A+,102974,8/12/2020,South Carolina,333,,40837,8/11/2020 11:59:00 PM,800089,COVID Tracking Project Historical,46,,3738,,45,697115,0,6482,206,1366,844,2144
1117,SD,A,9815,8/12/2020,South Dakota,,,8606,8/11/2020 2:00:00 PM,123628,COVID Tracking Project Historical,1,,1219,,46,113813,5,892,,59,102,147
17430,TN,A,126393,8/12/2020,Tennessee,428,,87290,8/12/2020 3:00:00 PM,1759692,COVID Tracking Project Historical,18,,18908,,47,1633299,90,5554,185,1295,1478,1289
11297,TX,A,506820,8/12/2020,Texas,2479,,367354,8/12/2020 5:05:00 PM,4106360,COVID Tracking Project Historical,324,,17497,,48,3599540,0,,,7028,6200,9034
2322,UT,A+,45090,8/12/2020,Utah,79,,35311,8/12/2020 10:39:00 AM,581209,COVID Tracking Project Historical,2,279,2660,690,49,536119,19,2696,,236,338,351
15235,VA,A+,102521,8/12/2020,Virginia,290,397,13247,8/11/2020 5:00:00 PM,1287556,COVID Tracking Project Historical,8,,16011,,51,1185035,83,14528,142,1281,776,2352
291,VI,C,639,8/12/2020,Virgin Islands,,27,468,8/11/2020 9:05:00 PM,11417,COVID Tracking Project Historical,0,,354,,78,10778,0,,,,63,9
1110,VT,B,1478,8/12/2020,Vermont,,,1302,8/12/2020 12:00:00 AM,105073,COVID Tracking Project Historical,0,,1116,,50,103595,0,,,9,6,58
0,WA,B,64151,8/12/2020,Washington,,,,8/11/2020 2:59:00 AM,1014258,COVID Tracking Project Historical,19,,504,,53,950107,53,6102,59,383,504,1716
9446,WI,A+,66654,8/12/2020,Wisconsin,111,221,52350,8/12/2020 12:00:00 AM,1090377,COVID Tracking Project Historical,5,,9977,941,55,1023723,33,5125,,364,531,1018
4497,WV,B,8008,8/12/2020,West Virginia,48,,5960,8/12/2020 10:00:00 AM,335239,COVID Tracking Project Historical,6,,4630,,54,327231,0,,16,135,133,153
466,WY,B,3086,8/12/2020,Wyoming,,,2577,8/12/2020 6:05:00 PM,59331,COVID Tracking Project Historical,0,,479,,56,56245,4,187,,15,13,29
10351,AK,A,4589,8/11/2020,Alaska,,,1344,8/11/2020 12:00:00 AM,290744,COVID Tracking Project Historical,0,,10401,,02,286155,0,,4,39,50,26
2291,AL,B,103851,8/11/2020,Alabama,,,37923,8/11/2020 11:00:00 AM,783689,COVID Tracking Project Historical,50,691,3122,1270,01,679838,0,12070,,1504,831,1847
3165,AR,A,50411,8/11/2020,Arkansas,,,42998,8/11/2020 2:55:00 PM,572868,COVID Tracking Project Historical,11,450,3548,,05,522457,65,3401,116,507,383,566
0,AS,C,0,8/11/2020,American Somoa,,,,7/24/2020 12:00:00 AM,1396,COVID Tracking Project Historical,0,,0,,60,1396,0,,,,0,0
7830,AZ,A+,188737,8/11/2020,Arizona,510,,26102,8/11/2020 12:00:00 AM,1037275,COVID Tracking Project Historical,45,,9044,,04,848538,15,19292,346,1574,1214,4199
175426,CA,B,574411,8/11/2020,California,1885,,,8/10/2020 12:00:00 AM,9186279,COVID Tracking Project Historical,109,,187926,,06,8611868,0,,,6759,12500,10468
4963,CO,A,51039,8/11/2020,Colorado,,,5579,8/9/2020 1:59:00 AM,810276,COVID Tracking Project Historical,10,,8537,,08,546143,11,6627,,309,379,1746
8225,CT,B,50684,8/11/2020,Connecticut,,,8721,8/10/2020 8:30:00 PM,911299,COVID Tracking Project Historical,0,,8342,,09,860615,0,10920,,70,117,4444
4269,DC,A+,12896,8/11/2020,District of Columbia,21,,10232,8/10/2020 12:00:00 AM,224749,COVID Tracking Project Historical,2,,4358,,11,211853,0,,12,83,89,593
1463,DE,A+,15699,8/11/2020,Delaware,13,,8519,8/10/2020 6:00:00 PM,202200,COVID Tracking Project Historical,0,,1528,,10,186501,0,,,35,65,591
29587,FL,A,542792,8/11/2020,Florida,,3444,,8/10/2020 11:59:00 PM,4049275,COVID Tracking Project Historical,277,,35418,,12,3506483,573,31750,,6753,5831,8685
29960,GA,A,222588,8/11/2020,Georgia,,,,8/11/2020 2:50:00 PM,1895485,COVID Tracking Project Historical,122,,33523,3832,13,1672897,355,21031,,2881,3563,4351
524,GU,A,434,8/11/2020,Guam,1,,325,8/11/2020 3:00:00 AM,25616,COVID Tracking Project Historical,0,,540,,66,25182,0,,,7,16,5
3600,HI,C,3638,8/11/2020,Hawaii,24,,1586,8/10/2020 11:37:00 PM,145836,COVID Tracking Project Historical,3,,3740,,15,142198,3,242,15,105,140,34
2275,IA,A+,49329,8/11/2020,Iowa,64,,38033,8/11/2020 12:00:00 AM,523920,COVID Tracking Project Historical,7,,2533,,19,474591,0,,25,244,258,940
1500,ID,A,25100,8/11/2020,Idaho,32,,9341,8/10/2020 6:58:00 PM,208405,COVID Tracking Project Historical,2,,1929,282,16,183305,7,1006,,189,429,239
39813,IL,A,198248,8/11/2020,Illinois,336,,,8/11/2020 12:00:00 AM,3149003,COVID Tracking Project Historical,20,,41362,,17,2950755,0,,127,1459,1549,7866
8674,IN,A+,75862,8/11/2020,Indiana,327,,56349,8/10/2020 11:59:00 PM,861655,COVID Tracking Project Historical,25,,9544,1961,18,785793,245,9599,87,964,870,3069
0,KS,A+,31730,8/11/2020,Kansas,60,,1319,8/10/2020 10:00:00 AM,326669,COVID Tracking Project Historical,0,194,0,534,20,294939,0,1911,19,216,0,387
10009,KY,B,35793,8/11/2020,Kentucky,148,,8819,8/11/2020 12:00:00 AM,668355,COVID Tracking Project Historical,8,,10548,1270,21,632562,39,4063,,667,539,783
19467,LA,A,133125,8/11/2020,Louisiana,,,89083,8/11/2020 1:00:00 PM,1568564,COVID Tracking Project Historical,26,,20631,,22,1435439,0,,214,1335,1164,4313
14676,MA,A+,121707,8/11/2020,Massachusetts,70,,99021,8/11/2020 10:00:00 AM,1346344,COVID Tracking Project Historical,10,,15068,,25,1224637,27,12089,33,387,392,8751
10064,MD,A,96843,8/11/2020,Maryland,121,,5935,8/11/2020 10:00:00 AM,1067459,COVID Tracking Project Historical,13,,10649,,24,970616,19,13266,,529,585,3604
1546,ME,A+,4050,8/11/2020,Maine,4,,3560,8/10/2020 11:59:00 PM,192453,COVID Tracking Project Historical,1,,1547,,23,188403,1,394,1,9,1,126
23058,MI,A+,98213,8/11/2020,Michigan,185,,63636,8/11/2020 12:00:00 AM,2146554,COVID Tracking Project Historical,7,,23965,,26,2048341,0,,85,640,907,6533
1547,MN,A,61839,8/11/2020,Minnesota,147,,55151,8/10/2020 5:00:00 PM,946030,COVID Tracking Project Historical,6,,1870,1648,27,884191,55,5661,,337,323,1707
16321,MO,B,60935,8/11/2020,Missouri,,,,8/11/2020 12:00:00 AM,787220,COVID Tracking Project Historical,5,,17302,,29,726285,0,,112,923,981,1312
0,MP,D,49,8/11/2020,Northern Mariana Islands,,,29,8/10/2020 5:54:00 PM,12301,COVID Tracking Project Historical,0,,0,,69,12252,0,4,,,0,2
9167,MS,A+,68293,8/11/2020,Mississippi,325,,49836,8/10/2020 7:00:00 PM,504404,COVID Tracking Project Historical,32,,9811,,28,436111,58,4738,192,1114,644,1944
920,MT,C,5104,8/11/2020,Montana,,,3542,8/11/2020 12:00:00 AM,194412,COVID Tracking Project Historical,2,,1007,,30,189308,3,276,,77,87,77
14528,NC,A+,137895,8/11/2020,North Carolina,329,,116969,8/11/2020 3:40:00 PM,2017498,COVID Tracking Project Historical,32,,15579,,37,1879603,0,,,1122,1051,2204
1847,ND,C,7885,8/11/2020,North Dakota,,,6668,8/11/2020 12:00:00 AM,171858,COVID Tracking Project Historical,1,,2019,,38,163973,13,430,,55,172,102
2833,NE,A,28696,8/11/2020,Nebraska,,,21113,8/10/2020 3:20:00 PM,305732,COVID Tracking Project Historical,3,,3097,,31,277036,19,1741,,162,264,348
1100,NH,B,6861,8/11/2020,New Hampshire,,,6126,8/11/2020 9:00:00 AM,175399,COVID Tracking Project Historical,0,,1121,211,33,168538,1,705,,21,21,419
25820,NJ,A+,185475,8/11/2020,New Jersey,101,,33223,8/11/2020 12:00:00 AM,2350310,COVID Tracking Project Historical,12,,26264,,34,2164835,60,22052,43,538,444,15866
5241,NM,B,22444,8/11/2020,New Mexico,,,9428,8/10/2020 5:50:00 PM,632997,COVID Tracking Project Historical,5,,5370,,35,610553,19,2870,,127,129,690
2009,NV,A+,57520,8/11/2020,Nevada,257,,1361,8/11/2020 2:59:00 AM,524749,COVID Tracking Project Historical,18,,2557,,32,467229,0,,171,971,548,981
76392,NY,A,422003,8/11/2020,New York,120,,73779,8/10/2020 11:59:00 PM,6640705,COVID Tracking Project Historical,7,,77059,,36,6218702,0,89995,60,540,667,25211
19031,OH,B,102826,8/11/2020,Ohio,338,,80885,8/11/2020 2:00:00 PM,1707770,COVID Tracking Project Historical,35,,20126,2699,39,1604944,131,11760,172,968,1095,3708
19022,OK,A+,44728,8/11/2020,Oklahoma,218,,37193,8/11/2020 12:00:00 AM,714235,COVID Tracking Project Historical,13,,19787,,40,669507,135,3760,,530,765,618
6070,OR,A+,21774,8/11/2020,Oregon,59,,4226,8/11/2020 3:01:00 AM,457088,COVID Tracking Project Historical,11,,6356,,41,435314,15,1813,15,234,286,368
14483,PA,A+,120281,8/11/2020,Pennsylvania,,,92616,8/11/2020 12:00:00 AM,1375594,COVID Tracking Project Historical,35,,15311,,42,1255313,0,,98,598,828,7352
0,PR,B,23403,8/11/2020,Puerto Rico,80,,,8/11/2020 12:00:00 AM,329375,COVID Tracking Project Historical,8,,582,,72,305972,0,,62,439,582,287
1704,RI,A+,20053,8/11/2020,Rhode Island,9,,1911,8/11/2020 12:00:00 PM,408074,COVID Tracking Project Historical,1,,4142,,44,204117,6,2317,2,88,119,1016
3750,SC,A+,102130,8/11/2020,South Carolina,339,,40837,8/10/2020 11:59:00 PM,796351,COVID Tracking Project Historical,49,,4721,,45,694221,329,6482,207,1330,971,2098
882,SD,A,9713,8/11/2020,South Dakota,,,8507,8/10/2020 2:00:00 PM,122409,COVID Tracking Project Historical,0,,932,,46,112696,5,887,,57,50,146
11876,TN,A,124915,8/11/2020,Tennessee,,,85313,8/11/2020 3:00:00 PM,1740784,COVID Tracking Project Historical,38,,12877,,47,1615869,125,5464,,1378,1001,1271
5399,TX,A,500620,8/11/2020,Texas,2495,,358312,8/11/2020 4:25:00 PM,4088863,COVID Tracking Project Historical,220,,15202,,48,3588243,0,,,7216,9803,8710
3627,UT,A+,44752,8/11/2020,Utah,81,,34764,8/11/2020 11:14:00 AM,578549,COVID Tracking Project Historical,4,277,3989,685,49,533797,35,2677,,208,362,349
9002,VA,A+,101745,8/11/2020,Virginia,280,427,13152,8/10/2020 5:00:00 PM,1271545,COVID Tracking Project Historical,17,,9998,,51,1169800,233,14445,148,1293,996,2344
130,VI,C,576,8/11/2020,Virgin Islands,,26,439,8/10/2020 9:14:00 PM,11063,COVID Tracking Project Historical,0,,159,,78,10487,0,,,,29,9
594,VT,B,1472,8/11/2020,Vermont,,,1295,8/11/2020 12:00:00 AM,103957,COVID Tracking Project Historical,0,,604,,50,102485,0,,,12,10,58
0,WA,B,63647,8/11/2020,Washington,,,,8/10/2020 2:59:00 AM,1013754,COVID Tracking Project Historical,9,,575,,53,950107,48,6049,35,386,575,1697
12875,WI,A+,66123,8/11/2020,Wisconsin,111,221,51456,8/11/2020 12:00:00 AM,1080400,COVID Tracking Project Historical,8,,13642,939,55,1014277,61,5092,,364,767,1013
3444,WV,B,7875,8/11/2020,West Virginia,46,,5863,8/11/2020 10:00:00 AM,330609,COVID Tracking Project Historical,6,,3565,,54,322734,0,,14,130,121,147
1139,WY,B,3073,8/11/2020,Wyoming,,,2541,8/11/2020 6:39:00 PM,58852,COVID Tracking Project Historical,1,,1170,,56,55779,4,183,,15,31,29
2358,AK,A,4539,8/10/2020,Alaska,,,1332,8/10/2020 12:00:00 AM,280343,COVID Tracking Project Historical,0,,2424,,02,275804,0,,3,37,66,26
16430,AL,B,103020,8/10/2020,Alabama,,,37923,8/10/2020 11:00:00 AM,780567,COVID Tracking Project Historical,29,680,18116,1249,01,677547,533,12070,,1551,1686,1797
4844,AR,A,50028,8/10/2020,Arkansas,,,42130,8/10/2020 3:30:00 PM,569320,COVID Tracking Project Historical,11,443,5489,,05,519292,52,3336,117,508,645,555
0,AS,C,0,8/10/2020,American Somoa,,,,7/24/2020 12:00:00 AM,1396,COVID Tracking Project Historical,0,,0,,60,1396,0,,,,0,0
5068,AZ,A+,187523,8/10/2020,Arizona,506,,25848,8/10/2020 12:00:00 AM,1028231,COVID Tracking Project Historical,4,,5668,,04,840708,9,19277,366,1575,600,4154
164483,CA,B,561911,8/10/2020,California,1879,,,8/9/2020 12:00:00 AM,8998353,COVID Tracking Project Historical,66,,172234,,06,8436442,0,,,6770,7751,10359
5624,CO,A,50660,8/10/2020,Colorado,,,5554,8/9/2020 1:59:00 AM,801739,COVID Tracking Project Historical,0,,10717,,08,541180,14,6616,,319,336,1736
38077,CT,B,50567,8/10/2020,Connecticut,,,8721,8/9/2020 8:30:00 PM,902957,COVID Tracking Project Historical,3,,38324,,09,852390,0,10920,,64,247,4444
2395,DC,A+,12807,8/10/2020,District of Columbia,21,,10188,8/9/2020 12:00:00 AM,220391,COVID Tracking Project Historical,0,,2449,,11,207584,0,,8,75,54,591
2494,DE,A+,15634,8/10/2020,Delaware,12,,8500,8/9/2020 6:00:00 PM,200672,COVID Tracking Project Historical,0,,2553,,10,185038,0,,,34,59,591
24039,FL,A,536961,8/10/2020,Florida,,3362,,8/9/2020 11:59:00 PM,4013857,COVID Tracking Project Historical,93,,28194,,12,3476896,284,31177,,6948,4155,8408
24485,GA,A,219025,8/10/2020,Georgia,,,,8/10/2020 2:50:00 PM,1861962,COVID Tracking Project Historical,30,,26914,3767,13,1642937,48,20676,,2871,2429,4229
541,GU,A,418,8/10/2020,Guam,1,,325,8/10/2020 12:50:00 AM,25076,COVID Tracking Project Historical,0,,547,,66,24658,0,,,5,6,5
0,HI,C,3498,8/10/2020,Hawaii,24,,1548,8/8/2020 8:40:00 PM,142096,COVID Tracking Project Historical,0,,152,,15,138598,2,239,15,105,152,31
2295,IA,A+,49071,8/10/2020,Iowa,57,,37317,8/10/2020 12:00:00 AM,521387,COVID Tracking Project Historical,3,,2577,,19,472316,0,,23,224,282,933
1469,ID,A,24671,8/10/2020,Idaho,48,,9157,8/9/2020 6:46:00 PM,206476,COVID Tracking Project Historical,2,,1645,280,16,181805,11,999,,201,176,237
31034,IL,A,196699,8/10/2020,Illinois,352,,,8/10/2020 12:00:00 AM,3107641,COVID Tracking Project Historical,1,,32353,,17,2910942,0,,138,1481,1319,7846
10322,IN,A+,74992,8/10/2020,Indiana,305,,54068,8/9/2020 11:59:00 PM,852111,COVID Tracking Project Historical,3,,10986,1927,18,777119,0,9354,81,921,664,3044
9065,KS,A+,31730,8/10/2020,Kansas,60,,1319,8/10/2020 10:00:00 AM,326669,COVID Tracking Project Historical,7,194,10157,534,20,294939,36,1911,19,216,1092,387
8696,KY,B,35254,8/10/2020,Kentucky,155,,8738,8/10/2020 12:00:00 AM,657807,COVID Tracking Project Historical,2,,8968,1267,21,622553,22,4024,,641,272,775
6800,LA,A,131961,8/10/2020,Louisiana,,,89083,8/10/2020 1:00:00 PM,1547933,COVID Tracking Project Historical,24,,7362,,22,1415972,0,,215,1382,562,4287
11062,MA,A+,121315,8/10/2020,Massachusetts,60,,99021,8/10/2020 10:00:00 AM,1331276,COVID Tracking Project Historical,6,,11337,,25,1209961,8,12062,25,380,275,8741
16710,MD,A,96258,8/10/2020,Maryland,119,,5910,8/10/2020 10:00:00 AM,1056810,COVID Tracking Project Historical,6,,17465,,24,960552,70,13247,,534,755,3591
1913,ME,A+,4049,8/10/2020,Maine,3,,3537,8/9/2020 11:59:00 PM,190906,COVID Tracking Project Historical,0,,1920,,23,186857,0,393,1,8,7,125
20677,MI,A+,97306,8/10/2020,Michigan,185,,63636,8/10/2020 12:00:00 AM,2122589,COVID Tracking Project Historical,7,,21257,,26,2025283,0,,132,640,580,6526
8569,MN,A,61516,8/10/2020,Minnesota,159,,54364,8/9/2020 5:00:00 PM,944160,COVID Tracking Project Historical,3,,9187,1633,27,882644,51,5606,,320,618,1701
14603,MO,B,59954,8/10/2020,Missouri,,,,8/10/2020 12:00:00 AM,769918,COVID Tracking Project Historical,6,,17178,,29,709964,0,,112,923,2575,1307
-1,MP,D,49,8/10/2020,Northern Mariana Islands,,,29,8/9/2020 12:59:00 AM,12301,COVID Tracking Project Historical,0,,0,,69,12252,0,4,,,1,2
0,MS,A+,67649,8/10/2020,Mississippi,328,,42391,8/9/2020 7:00:00 PM,494593,COVID Tracking Project Historical,16,,476,,28,426944,74,4680,196,1074,476,1912
3394,MT,C,5017,8/10/2020,Montana,,,3413,8/10/2020 12:00:00 AM,193405,COVID Tracking Project Historical,0,,3459,,30,188388,1,273,,80,65,75
14745,NC,A+,136844,8/10/2020,North Carolina,317,,105093,8/10/2020 2:20:00 PM,2001919,COVID Tracking Project Historical,4,,15371,,37,1865075,0,,,1111,626,2172
1050,ND,C,7713,8/10/2020,North Dakota,,,6434,8/10/2020 12:00:00 AM,169839,COVID Tracking Project Historical,3,,1167,,38,162126,2,417,,48,117,101
2774,NE,A,28432,8/10/2020,Nebraska,,,20896,8/9/2020 3:20:00 PM,302635,COVID Tracking Project Historical,0,,2961,,31,274203,7,1722,,146,187,345
1684,NH,B,6840,8/10/2020,New Hampshire,,,6095,8/10/2020 9:00:00 AM,174278,COVID Tracking Project Historical,0,,1693,210,33,167438,3,704,,20,9,419
21936,NJ,A+,185031,8/10/2020,New Jersey,83,,33013,8/10/2020 12:00:00 AM,2324046,COVID Tracking Project Historical,4,,22194,,34,2139015,0,21992,29,545,258,15854
7299,NM,B,22315,8/10/2020,New Mexico,,,9319,8/9/2020 5:30:00 PM,627627,COVID Tracking Project Historical,4,,7499,,35,605312,13,2851,,121,200,685
3846,NV,A+,56972,8/10/2020,Nevada,266,,1326,8/10/2020 1:00:00 PM,522192,COVID Tracking Project Historical,6,,4588,,32,465220,0,,172,1014,742,963
53526,NY,A,421336,8/10/2020,New York,127,,73736,8/9/2020 11:59:00 PM,6563646,COVID Tracking Project Historical,2,,54002,,36,6142310,0,89995,62,535,476,25204
18213,OH,B,101731,8/10/2020,Ohio,351,,79321,8/10/2020 2:00:00 PM,1687644,COVID Tracking Project Historical,4,,19096,2680,39,1585913,64,11629,195,968,883,3673
0,OK,A+,43963,8/10/2020,Oklahoma,223,,36378,8/10/2020 12:00:00 AM,694448,COVID Tracking Project Historical,2,,397,,40,650485,20,3625,,594,397,605
3479,OR,A+,21488,8/10/2020,Oregon,58,,4226,8/10/2020 3:01:00 AM,450732,COVID Tracking Project Historical,1,,3695,,41,429244,40,1798,22,214,216,357
12472,PA,A+,119453,8/10/2020,Pennsylvania,,,91978,8/10/2020 12:00:00 AM,1360283,COVID Tracking Project Historical,3,,13073,,42,1240830,0,,108,591,601,7317
0,PR,B,22821,8/10/2020,Puerto Rico,77,,,8/10/2020 12:00:00 AM,328793,COVID Tracking Project Historical,0,,700,,72,305972,0,,50,423,700,279
829,RI,A+,19934,8/10/2020,Rhode Island,8,,1900,8/10/2020 12:00:00 PM,403932,COVID Tracking Project Historical,0,,1557,,44,202413,0,2311,2,93,28,1015
4922,SC,A+,101159,8/10/2020,South Carolina,360,,37798,8/9/2020 11:59:00 PM,791630,COVID Tracking Project Historical,18,,5646,,45,690471,0,6153,217,1353,724,2049
522,SD,A,9663,8/10/2020,South Dakota,,,8371,8/9/2020 2:00:00 PM,121477,COVID Tracking Project Historical,0,,580,,46,111814,6,882,,63,58,146
13585,TN,A,123914,8/10/2020,Tennessee,,,83170,8/10/2020 3:00:00 PM,1727907,COVID Tracking Project Historical,10,,14787,,47,1603993,35,5339,,1167,1202,1233
43342,TX,A,490817,8/10/2020,Texas,2552,,349833,8/10/2020 6:20:00 PM,4073661,COVID Tracking Project Historical,31,,47797,,48,3582844,0,,,7304,4455,8490
